gen_uid,cust_key,first_name_cl,family_name_cl,mobile_no_cl,mobile_no_dsp,source_name,birth_date_cl,birth_date_dsp,email_cl,email_dsp,update_date
t1179,1111029450,amanda,okazaki,809189608,809189608,CRM,3/3/59 00:00,3/3/59 00:00,fish_fish_16@hotmail.com,fish_fish_16@hotmail.com,20/12/23 00:00
t118,1251024350,amanda,okazaki,809189611,809189611,CRM,,,long namlvek@hotmail.com,long namlvek@hotmail.com,23/12/23 00:00
t1180,1251007431,amanda,okazaki,809189614,809189614,CRM,,,,,24/12/23 00:00
t1181,1051013131,amanda,okazaki,809189617,809189617,CRM,,,nantana_nong@yahoo.com,nantana_nong@yahoo.com,29/12/23 00:00
t1182,1251002387,amanda,okazaki,809189620,809189620,CRM,8/6/13 00:00,8/6/13 00:00,pim_phimai@yahoo.com,pim_phimai@yahoo.com,1/1/24 00:00
t1183,1061045810,amanda,okazaki,809189623,809189623,CRM,8/9/57 00:00,8/9/57 00:00,sanny75@hotmail.com,sanny75@hotmail.com,4/1/24 00:00
t1184,1061033465,amanda,okazaki,809189626,809189626,CRM,,,,,6/1/24 00:00
t1185,1051002394,amanda,okazaki,809189629,809189629,CRM,,,atomy_102@hotmail.com,atomy_102@hotmail.com,10/1/24 00:00
t1186,1081025476,amanda,okazaki,809189632,809189632,CRM,,,,,12/1/24 00:00
t1187,1051030567,amanda,okazaki,809189635,809189635,CRM,,,,,16/1/24 00:00
t1188,1131040722,amanda,okazaki,809189638,809189638,CRM,,,ju-2500@hotmail.com,ju-2500@hotmail.com,19/1/24 00:00
t1189,1051016808,amanda,okazaki,809189641,809189641,CRM,,,wanchai_prim@hotmail.com,wanchai_prim@hotmail.com,22/1/24 00:00
t119,CRM100000681,amanda,okazaki,809189644,809189644,CRM,,,titaree_d@hotmail.com,titaree_d@hotmail.com,25/1/24 00:00
t1190,1051028914,amanda,okazaki,809189647,809189647,CRM,,,,,26/1/24 00:00
t1191,1251000887,amanda,okazaki,809189650,809189650,CRM,13/7/54 00:00,13/7/54 00:00,kenug779@gmail.com,kenug779@gmail.com,31/1/24 00:00
t1192,1051028012,amanda,okazaki,809189653,809189653,CRM,,,,,3/2/24 00:00
t1193,1251022841,amanda,okazaki,809189656,809189656,CRM,,,edokbokgusing@hotmail.com,edokbokgusing@hotmail.com,6/2/24 00:00
t1194,1061042091,amanda,okazaki,809189659,809189659,CRM,14/2/34 00:00,14/2/34 00:00,edokbokgusing@hotmail.com,edokbokgusing@hotmail.com,9/2/24 00:00
t1195,1051025336,amanda,okazaki,809189662,809189662,CRM,,,edokbokgusing@hotmail.com,edokbokgusing@hotmail.com,12/2/24 00:00
t1196,1251023136,amanda,okazaki,809189665,809189665,CRM,15/12/45 00:00,15/12/45 00:00,edokbokgusing@hotmail.com,edokbokgusing@hotmail.com,15/2/24 00:00
t1197,1321019622,amanda,okazaki,809189668,809189668,CRM,8/2/44 00:00,8/2/44 00:00,edokbokgusing@hotmail.com,edokbokgusing@hotmail.com,18/2/24 00:00
t1198,1051028263,amanda,okazaki,809189671,809189671,CRM,18/6/80 00:00,18/6/80 00:00,edokbokgusing@hotmail.com,edokbokgusing@hotmail.com,21/2/24 00:00
t1199,1251003170,amanda,okazaki,809189674,809189674,CRM,13/8/15 00:00,13/8/15 00:00,edokbokgusing@hotmail.com,edokbokgusing@hotmail.com,24/2/24 00:00
t12,1071007601,amanda,okazaki,809189677,809189677,CRM,,,edokbokgusing@hotmail.com,edokbokgusing@hotmail.com,27/2/24 00:00
t120,1071023654,amanda,okazaki,809189680,809189680,CRM,23/4/03 00:00,23/4/03 00:00,edokbokgusing@hotmail.com,edokbokgusing@hotmail.com,1/3/24 00:00
t1200,1061022100,amanda,okazaki,809189683,809189683,CRM,,,edokbokgusing@hotmail.com,edokbokgusing@hotmail.com,4/3/24 00:00
t1201,1131028792,amanda,okazaki,809189686,809189686,CRM,,,edokbokgusing@hotmail.com,edokbokgusing@hotmail.com,7/3/24 00:00
t1202,1061039567,amanda,okazaki,809189689,809189689,CRM,15/6/16 00:00,15/6/16 00:00,edokbokgusing@hotmail.com,edokbokgusing@hotmail.com,10/3/24 00:00
t1203,1061013629,amanda,okazaki,809189692,809189692,CRM,,,edokbokgusing@hotmail.com,edokbokgusing@hotmail.com,13/3/24 00:00
t1204,1131029769,amanda,okazaki,809189695,809189695,CRM,,,edokbokgusing@hotmail.com,edokbokgusing@hotmail.com,16/3/24 00:00
t1205,1071022888,amanda,okazaki,809189698,809189698,CRM,,,edokbokgusing@hotmail.com,edokbokgusing@hotmail.com,19/3/24 00:00
t1206,1061010681,amanda,okazaki,809189701,809189701,CRM,,,edokbokgusing@hotmail.com,edokbokgusing@hotmail.com,22/3/24 00:00
t1207,1081028344,amanda,okazaki,809189704,809189704,CRM,5/8/59 00:00,5/8/59 00:00,edokbokgusing@hotmail.com,edokbokgusing@hotmail.com,25/3/24 00:00
t1208,1051026637,amanda,okazaki,809189707,809189707,CRM,,,edokbokgusing@hotmail.com,edokbokgusing@hotmail.com,28/3/24 00:00
t1209,1061040850,amanda,okazaki,809189710,809189710,CRM,,,edokbokgusing@hotmail.com,edokbokgusing@hotmail.com,31/3/24 00:00
t121,1051003136,amanda,okazaki,809189713,809189713,CRM,,,edokbokgusing@hotmail.com,edokbokgusing@hotmail.com,3/4/24 00:00
t1210,1051012246,amanda,okazaki,809189716,809189716,CRM,,,edokbokgusing@hotmail.com,edokbokgusing@hotmail.com,6/4/24 00:00
t1211,1081004668,amanda,okazaki,809189719,809189719,CRM,,,edokbokgusing@hotmail.com,edokbokgusing@hotmail.com,9/4/24 00:00
t1212,1061012187,amanda,okazaki,809189722,809189722,CRM,19/10/95 00:00,19/10/95 00:00,edokbokgusing@hotmail.com,edokbokgusing@hotmail.com,12/4/24 00:00
t1213,1081010715,amanda,okazaki,809189725,809189725,CRM,,,edokbokgusing@hotmail.com,edokbokgusing@hotmail.com,15/4/24 00:00
t1214,1040604086,amanda,okazaki,809189728,809189728,CRM,,,edokbokgusing@hotmail.com,edokbokgusing@hotmail.com,18/4/24 00:00
t1215,1061040861,amanda,okazaki,809189731,809189731,CRM,,,edokbokgusing@hotmail.com,edokbokgusing@hotmail.com,21/4/24 00:00
t1216,1081021129,amanda,okazaki,809189734,809189734,CRM,8/5/51 00:00,8/5/51 00:00,edokbokgusing@hotmail.com,edokbokgusing@hotmail.com,24/4/24 00:00
t1217,1021091079,amanda,okazaki,809189737,809189737,CRM,,,edokbokgusing@hotmail.com,edokbokgusing@hotmail.com,27/4/24 00:00
t1218,1058000079,amanda,okazaki,809189740,809189740,CRM,,,edokbokgusing@hotmail.com,edokbokgusing@hotmail.com,30/4/24 00:00
t1219,1051015864,amanda,okazaki,809189743,809189743,CRM,,,edokbokgusing@hotmail.com,edokbokgusing@hotmail.com,3/5/24 00:00
t122,1061013450,amanda,okazaki,809189746,809189746,CRM,,,edokbokgusing@hotmail.com,edokbokgusing@hotmail.com,6/5/24 00:00
t1220,1091002967,amanda,okazaki,809189749,809189749,CRM,,,edokbokgusing@hotmail.com,edokbokgusing@hotmail.com,9/5/24 00:00
t1221,1101016527,amanda,okazaki,809189752,809189752,CRM,27/12/16 00:00,27/12/16 00:00,edokbokgusing@hotmail.com,edokbokgusing@hotmail.com,12/5/24 00:00
t1222,1061020125,amanda,okazaki,809189755,809189755,CRM,3/12/86 00:00,3/12/86 00:00,edokbokgusing@hotmail.com,edokbokgusing@hotmail.com,15/5/24 00:00
t1223,2031002710,amanda,okazaki,809189758,809189758,CRM,18/12/58 00:00,18/12/58 00:00,edokbokgusing@hotmail.com,edokbokgusing@hotmail.com,18/5/24 00:00
t1224,2210005970,amanda,okazaki,809189761,809189761,CRM,,,edokbokgusing@hotmail.com,edokbokgusing@hotmail.com,21/5/24 00:00
t1225,1031033979,amanda,okazaki,809189764,809189764,CRM,22/12/14 00:00,22/12/14 00:00,edokbokgusing@hotmail.com,edokbokgusing@hotmail.com,24/5/24 00:00
t1226,1131044552,amanda,okazaki,809189767,809189767,CRM,,,edokbokgusing@hotmail.com,edokbokgusing@hotmail.com,27/5/24 00:00
t1227,1131020669,amanda,okazaki,809189770,809189770,CRM,15/8/68 00:00,15/8/68 00:00,edokbokgusing@hotmail.com,edokbokgusing@hotmail.com,30/5/24 00:00
t1228,1071018483,amanda,okazaki,809189773,809189773,CRM,,,edokbokgusing@hotmail.com,edokbokgusing@hotmail.com,2/6/24 00:00
t1229,1071019335,amanda,okazaki,809189776,809189776,CRM,2/1/77 00:00,2/1/77 00:00,edokbokgusing@hotmail.com,edokbokgusing@hotmail.com,5/6/24 00:00
t123,1151007446,amanda,okazaki,809189779,809189779,CRM,,,edokbokgusing@hotmail.com,edokbokgusing@hotmail.com,8/6/24 00:00
t1230,1091016472,amanda,okazaki,809189782,809189782,CRM,1/1/23 00:00,1/1/23 00:00,edokbokgusing@hotmail.com,edokbokgusing@hotmail.com,11/6/24 00:00
t1231,1171035202,amanda,okazaki,809189785,809189785,CRM,26/12/12 00:00,26/12/12 00:00,edokbokgusing@hotmail.com,edokbokgusing@hotmail.com,14/6/24 00:00
t1232,1061014997,amanda,okazaki,809189788,809189788,CRM,,,edokbokgusing@hotmail.com,edokbokgusing@hotmail.com,17/6/24 00:00
t1233,1061017882,amanda,okazaki,809189791,809189791,CRM,3/5/42 00:00,3/5/42 00:00,edokbokgusing@hotmail.com,edokbokgusing@hotmail.com,20/6/24 00:00
t1234,1091018855,amanda,okazaki,809189794,809189794,CRM,5/9/00 00:00,5/9/00 00:00,edokbokgusing@hotmail.com,edokbokgusing@hotmail.com,23/6/24 00:00
t1235,1231009634,amanda,okazaki,809189797,809189797,CRM,,,edokbokgusing@hotmail.com,edokbokgusing@hotmail.com,26/6/24 00:00
t1236,2210004812,amanda,okazaki,809189800,809189800,CRM,,,edokbokgusing@hotmail.com,edokbokgusing@hotmail.com,29/6/24 00:00
t1237,1051017760,amanda,okazaki,809189803,809189803,CRM,,,edokbokgusing@hotmail.com,edokbokgusing@hotmail.com,2/7/24 00:00
t1238,1061003343,amanda,okazaki,809189806,809189806,CRM,,,edokbokgusing@hotmail.com,edokbokgusing@hotmail.com,5/7/24 00:00
t1239,1081017006,amanda,okazaki,809189809,809189809,CRM,1/7/36 00:00,1/7/36 00:00,edokbokgusing@hotmail.com,edokbokgusing@hotmail.com,8/7/24 00:00
t124,CRM100000682,amanda,okazaki,809189812,809189812,CRM,19/4/83 00:00,19/4/83 00:00,edokbokgusing@hotmail.com,edokbokgusing@hotmail.com,11/7/24 00:00
t1240,1061015170,amanda,okazaki,809189815,809189815,CRM,21/4/53 00:00,21/4/53 00:00,edokbokgusing@hotmail.com,edokbokgusing@hotmail.com,14/7/24 00:00
t1241,1131019476,amanda,okazaki,809189818,809189818,CRM,,,edokbokgusing@hotmail.com,edokbokgusing@hotmail.com,17/7/24 00:00
t1242,1061006479,amanda,okazaki,809189821,809189821,CRM,,,edokbokgusing@hotmail.com,edokbokgusing@hotmail.com,20/7/24 00:00
t1243,1051026309,amanda,okazaki,809189824,809189824,CRM,28/1/44 00:00,28/1/44 00:00,edokbokgusing@hotmail.com,edokbokgusing@hotmail.com,23/7/24 00:00
t1244,1371003309,amanda,okazaki,809189827,809189827,CRM,24/4/22 00:00,24/4/22 00:00,edokbokgusing@hotmail.com,edokbokgusing@hotmail.com,26/7/24 00:00
t1245,1051018178,amanda,okazaki,809189830,809189830,CRM,,,edokbokgusing@hotmail.com,edokbokgusing@hotmail.com,29/7/24 00:00
t1246,1061003046,amanda,okazaki,809189833,809189833,CRM,16/5/88 00:00,16/5/88 00:00,edokbokgusing@hotmail.com,edokbokgusing@hotmail.com,1/8/24 00:00
t1247,7011000187,amanda,okazaki,809189836,809189836,CRM,,,edokbokgusing@hotmail.com,edokbokgusing@hotmail.com,4/8/24 00:00
t1248,2031000256,amanda,okazaki,809189839,809189839,CRM,7/1/86 00:00,7/1/86 00:00,edokbokgusing@hotmail.com,edokbokgusing@hotmail.com,7/8/24 00:00
t1249,1131006136,amanda,okazaki,809189842,809189842,CRM,3/6/84 00:00,3/6/84 00:00,edokbokgusing@hotmail.com,edokbokgusing@hotmail.com,10/8/24 00:00
t125,1151010961,amanda,okazaki,809189845,809189845,CRM,24/5/39 00:00,24/5/39 00:00,edokbokgusing@hotmail.com,edokbokgusing@hotmail.com,13/8/24 00:00
t1250,1061008042,amanda,okazaki,809189848,809189848,CRM,,,edokbokgusing@hotmail.com,edokbokgusing@hotmail.com,16/8/24 00:00
t1251,CRM100000756,amanda,okazaki,809189851,809189851,CRM,,,edokbokgusing@hotmail.com,edokbokgusing@hotmail.com,19/8/24 00:00
t1252,1061035665,amanda,okazaki,809189854,809189854,CRM,,,edokbokgusing@hotmail.com,edokbokgusing@hotmail.com,22/8/24 00:00
t1253,1051019055,amanda,okazaki,809189857,809189857,CRM,,,edokbokgusing@hotmail.com,edokbokgusing@hotmail.com,25/8/24 00:00
t1254,1061004249,amanda,okazaki,809189860,809189860,CRM,,,edokbokgusing@hotmail.com,edokbokgusing@hotmail.com,28/8/24 00:00
t1255,1091004072,amanda,okazaki,809189863,809189863,CRM,,,edokbokgusing@hotmail.com,edokbokgusing@hotmail.com,31/8/24 00:00
t1256,1061036400,amanda,okazaki,809189866,809189866,CRM,,,edokbokgusing@hotmail.com,edokbokgusing@hotmail.com,3/9/24 00:00
t1257,1131043843,amanda,okazaki,809189869,809189869,CRM,6/1/58 00:00,6/1/58 00:00,edokbokgusing@hotmail.com,edokbokgusing@hotmail.com,6/9/24 00:00
t1258,1061008147,amanda,okazaki,809189872,809189872,CRM,,,edokbokgusing@hotmail.com,edokbokgusing@hotmail.com,9/9/24 00:00
t1259,1251024291,amanda,okazaki,809189875,809189875,CRM,,,edokbokgusing@hotmail.com,edokbokgusing@hotmail.com,12/9/24 00:00
t126,1251024864,amanda,okazaki,809189878,809189878,CRM,,,edokbokgusing@hotmail.com,edokbokgusing@hotmail.com,15/9/24 00:00
t1260,1051030310,amanda,okazaki,809189881,809189881,CRM,13/3/37 00:00,13/3/37 00:00,edokbokgusing@hotmail.com,edokbokgusing@hotmail.com,18/9/24 00:00
t1261,1051019491,amanda,okazaki,809189884,809189884,CRM,,,edokbokgusing@hotmail.com,edokbokgusing@hotmail.com,21/9/24 00:00
t1262,1051012094,amanda,okazaki,809189887,809189887,CRM,25/11/71 00:00,25/11/71 00:00,edokbokgusing@hotmail.com,edokbokgusing@hotmail.com,24/9/24 00:00
t1263,1151004974,amanda,okazaki,809189890,809189890,CRM,3/10/54 00:00,3/10/54 00:00,edokbokgusing@hotmail.com,edokbokgusing@hotmail.com,27/9/24 00:00
t1264,1051020492,amanda,okazaki,809189893,809189893,CRM,,,edokbokgusing@hotmail.com,edokbokgusing@hotmail.com,30/9/24 00:00
t1265,1031008551,amanda,okazaki,809189896,809189896,CRM,3/10/77 00:00,3/10/77 00:00,edokbokgusing@hotmail.com,edokbokgusing@hotmail.com,3/10/24 00:00
t1266,1021007207,amanda,okazaki,809189899,809189899,CRM,22/9/67 00:00,22/9/67 00:00,edokbokgusing@hotmail.com,edokbokgusing@hotmail.com,6/10/24 00:00
t1267,1051031482,amanda,okazaki,809189902,809189902,CRM,,,edokbokgusing@hotmail.com,edokbokgusing@hotmail.com,9/10/24 00:00
t1268,CRM100000757,amanda,okazaki,809189905,809189905,CRM,,,edokbokgusing@hotmail.com,edokbokgusing@hotmail.com,12/10/24 00:00
t1269,4011000492,amanda,okazaki,809189908,809189908,CRM,25/2/98 00:00,25/2/98 00:00,edokbokgusing@hotmail.com,edokbokgusing@hotmail.com,15/10/24 00:00
t127,1051006119,amanda,okazaki,809189911,809189911,CRM,25/6/07 00:00,25/6/07 00:00,edokbokgusing@hotmail.com,edokbokgusing@hotmail.com,18/10/24 00:00
t1270,1081009356,amanda,okazaki,809189914,809189914,CRM,,,edokbokgusing@hotmail.com,edokbokgusing@hotmail.com,21/10/24 00:00
t1271,1251000522,amanda,okazaki,809189917,809189917,CRM,,,edokbokgusing@hotmail.com,edokbokgusing@hotmail.com,24/10/24 00:00
t1272,1061000042,amanda,okazaki,809189920,809189920,CRM,1890-09-03 00:00:00,1890-09-03 00:00:00,edokbokgusing@hotmail.com,edokbokgusing@hotmail.com,27/10/24 00:00
t1273,1051006748,amanda,okazaki,809189923,809189923,CRM,,,edokbokgusing@hotmail.com,edokbokgusing@hotmail.com,30/10/24 00:00
t1274,1061029897,amanda,okazaki,809189926,809189926,CRM,,,edokbokgusing@hotmail.com,edokbokgusing@hotmail.com,2/11/24 00:00
t1275,1051000218,amanda,okazaki,809189929,809189929,CRM,,,edokbokgusing@hotmail.com,edokbokgusing@hotmail.com,5/11/24 00:00
t1276,1021072613,amanda,okazaki,809189932,809189932,CRM,8/8/40 00:00,8/8/40 00:00,edokbokgusing@hotmail.com,edokbokgusing@hotmail.com,8/11/24 00:00
t1277,1051025307,amanda,okazaki,809189935,809189935,CRM,,,edokbokgusing@hotmail.com,edokbokgusing@hotmail.com,11/11/24 00:00
t1278,1051012386,amanda,okazaki,809189938,809189938,CRM,10/11/55 00:00,10/11/55 00:00,edokbokgusing@hotmail.com,edokbokgusing@hotmail.com,14/11/24 00:00
t1279,1251017981,amanda,okazaki,809189941,809189941,CRM,,,edokbokgusing@hotmail.com,edokbokgusing@hotmail.com,17/11/24 00:00
t128,1051005075,amanda,okazaki,809189944,809189944,CRM,28/12/38 00:00,28/12/38 00:00,edokbokgusing@hotmail.com,edokbokgusing@hotmail.com,20/11/24 00:00
t1280,1251024617,amanda,okazaki,809189947,809189947,CRM,,,edokbokgusing@hotmail.com,edokbokgusing@hotmail.com,23/11/24 00:00
t1281,1051006206,amanda,okazaki,809189950,809189950,CRM,,,edokbokgusing@hotmail.com,edokbokgusing@hotmail.com,26/11/24 00:00
t1282,1031001408,amanda,okazaki,809189953,809189953,CRM,,,edokbokgusing@hotmail.com,edokbokgusing@hotmail.com,29/11/24 00:00
t1283,1031007592,amanda,okazaki,809189956,809189956,CRM,,,edokbokgusing@hotmail.com,edokbokgusing@hotmail.com,2/12/24 00:00
t1284,1021056033,amanda,okazaki,809189959,809189959,CRM,10/10/76 00:00,10/10/76 00:00,edokbokgusing@hotmail.com,edokbokgusing@hotmail.com,5/12/24 00:00
t1285,1051008633,amanda,okazaki,809189962,809189962,CRM,13/7/22 00:00,13/7/22 00:00,edokbokgusing@hotmail.com,edokbokgusing@hotmail.com,8/12/24 00:00
t1286,1051011299,amanda,okazaki,809189965,809189965,CRM,,,edokbokgusing@hotmail.com,edokbokgusing@hotmail.com,11/12/24 00:00
t1287,1081016326,amanda,okazaki,809189968,809189968,CRM,,,edokbokgusing@hotmail.com,edokbokgusing@hotmail.com,14/12/24 00:00
t1288,1061009566,amanda,okazaki,809189971,809189971,CRM,17/9/64 00:00,17/9/64 00:00,edokbokgusing@hotmail.com,edokbokgusing@hotmail.com,17/12/24 00:00
t1289,1071020713,amanda,okazaki,809189974,809189974,CRM,,,edokbokgusing@hotmail.com,edokbokgusing@hotmail.com,20/12/24 00:00
t129,1051017285,amanda,okazaki,809189977,809189977,CRM,23/1/47 00:00,23/1/47 00:00,edokbokgusing@hotmail.com,edokbokgusing@hotmail.com,23/12/24 00:00
t1290,1091021276,amanda,okazaki,809189980,809189980,CRM,,,edokbokgusing@hotmail.com,edokbokgusing@hotmail.com,26/12/24 00:00
t1291,1031004177,amanda,okazaki,809189983,809189983,CRM,25/11/63 00:00,25/11/63 00:00,edokbokgusing@hotmail.com,edokbokgusing@hotmail.com,29/12/24 00:00
t1292,1321015790,amanda,okazaki,809189986,809189986,CRM,,,edokbokgusing@hotmail.com,edokbokgusing@hotmail.com,1/1/25 00:00
t1293,1051007747,amanda,okazaki,809189989,809189989,CRM,6/2/53 00:00,6/2/53 00:00,edokbokgusing@hotmail.com,edokbokgusing@hotmail.com,4/1/25 00:00
t1294,1051011195,amanda,okazaki,809189992,809189992,CRM,,,edokbokgusing@hotmail.com,edokbokgusing@hotmail.com,7/1/25 00:00
t1295,1111013647,amanda,okazaki,809189995,809189995,CRM,,,edokbokgusing@hotmail.com,edokbokgusing@hotmail.com,10/1/25 00:00
t1296,1061012051,amanda,okazaki,809189998,809189998,CRM,7/8/67 00:00,7/8/67 00:00,edokbokgusing@hotmail.com,edokbokgusing@hotmail.com,13/1/25 00:00
t1297,1131016660,amanda,okazaki,809190001,809190001,CRM,,,edokbokgusing@hotmail.com,edokbokgusing@hotmail.com,16/1/25 00:00
t1298,1021049283,amanda,okazaki,809190004,809190004,CRM,6/6/79 00:00,6/6/79 00:00,edokbokgusing@hotmail.com,edokbokgusing@hotmail.com,19/1/25 00:00
t1299,1151037158,amanda,okazaki,809190007,809190007,CRM,9/6/79 00:00,9/6/79 00:00,edokbokgusing@hotmail.com,edokbokgusing@hotmail.com,22/1/25 00:00
t13,1071009464,amanda,okazaki,809190010,809190010,CRM,12/6/79 00:00,12/6/79 00:00,edokbokgusing@hotmail.com,edokbokgusing@hotmail.com,25/1/25 00:00
t130,1021041359,amanda,okazaki,809190013,809190013,CRM,15/6/79 00:00,15/6/79 00:00,edokbokgusing@hotmail.com,edokbokgusing@hotmail.com,28/1/25 00:00
t1300,CRM100000758,amanda,okazaki,809190016,809190016,CRM,18/6/79 00:00,18/6/79 00:00,edokbokgusing@hotmail.com,edokbokgusing@hotmail.com,31/1/25 00:00
t1301,1051010401,amanda,okazaki,809190019,809190019,CRM,21/6/79 00:00,21/6/79 00:00,edokbokgusing@hotmail.com,edokbokgusing@hotmail.com,3/2/25 00:00
t1302,1131001585,amanda,okazaki,809190022,809190022,CRM,24/6/79 00:00,24/6/79 00:00,edokbokgusing@hotmail.com,edokbokgusing@hotmail.com,6/2/25 00:00
t1303,2210005990,amanda,okazaki,809190025,809190025,CRM,27/6/79 00:00,27/6/79 00:00,edokbokgusing@hotmail.com,edokbokgusing@hotmail.com,9/2/25 00:00
t1304,1061006480,amanda,okazaki,809190028,809190028,CRM,30/6/79 00:00,30/6/79 00:00,edokbokgusing@hotmail.com,edokbokgusing@hotmail.com,12/2/25 00:00
t1305,1151018299,amanda,okazaki,809190031,809190031,CRM,3/7/79 00:00,3/7/79 00:00,edokbokgusing@hotmail.com,edokbokgusing@hotmail.com,15/2/25 00:00
t1306,1131062244,amanda,okazaki,809190034,809190034,CRM,6/7/79 00:00,6/7/79 00:00,edokbokgusing@hotmail.com,edokbokgusing@hotmail.com,18/2/25 00:00
t1307,5041000201,amanda,okazaki,809190037,809190037,CRM,9/7/79 00:00,9/7/79 00:00,edokbokgusing@hotmail.com,edokbokgusing@hotmail.com,21/2/25 00:00
t1308,1061021032,amanda,okazaki,809190040,809190040,CRM,12/7/79 00:00,12/7/79 00:00,edokbokgusing@hotmail.com,edokbokgusing@hotmail.com,24/2/25 00:00
t1309,1091007702,amanda,okazaki,809190043,809190043,CRM,15/7/79 00:00,15/7/79 00:00,edokbokgusing@hotmail.com,edokbokgusing@hotmail.com,27/2/25 00:00
t131,1151033506,amanda,okazaki,809190046,809190046,CRM,18/7/79 00:00,18/7/79 00:00,edokbokgusing@hotmail.com,edokbokgusing@hotmail.com,2/3/25 00:00
t1310,1391002809,amanda,okazaki,809190049,809190049,CRM,21/7/79 00:00,21/7/79 00:00,edokbokgusing@hotmail.com,edokbokgusing@hotmail.com,5/3/25 00:00
t1311,1081017562,amanda,okazaki,809190052,809190052,CRM,24/7/79 00:00,24/7/79 00:00,edokbokgusing@hotmail.com,edokbokgusing@hotmail.com,8/3/25 00:00
t1312,1091020273,amanda,okazaki,809190055,809190055,CRM,27/7/79 00:00,27/7/79 00:00,edokbokgusing@hotmail.com,edokbokgusing@hotmail.com,11/3/25 00:00
t1313,1171018903,amanda,okazaki,809190058,809190058,CRM,30/7/79 00:00,30/7/79 00:00,edokbokgusing@hotmail.com,edokbokgusing@hotmail.com,14/3/25 00:00
t1314,1131056036,amanda,okazaki,809190061,809190061,CRM,2/8/79 00:00,2/8/79 00:00,edokbokgusing@hotmail.com,edokbokgusing@hotmail.com,17/3/25 00:00
t1315,1091019607,amanda,okazaki,809190064,809190064,CRM,5/8/79 00:00,5/8/79 00:00,edokbokgusing@hotmail.com,edokbokgusing@hotmail.com,20/3/25 00:00
t1316,1181012704,amanda,okazaki,809190067,809190067,CRM,8/8/79 00:00,8/8/79 00:00,edokbokgusing@hotmail.com,edokbokgusing@hotmail.com,23/3/25 00:00
t1317,1091008189,amanda,okazaki,809190070,809190070,CRM,11/8/79 00:00,11/8/79 00:00,edokbokgusing@hotmail.com,edokbokgusing@hotmail.com,26/3/25 00:00
t1318,CRM100000759,amanda,okazaki,809190073,809190073,CRM,14/8/79 00:00,14/8/79 00:00,edokbokgusing@hotmail.com,edokbokgusing@hotmail.com,29/3/25 00:00
t1319,1081000283,amanda,okazaki,809190076,809190076,CRM,17/8/79 00:00,17/8/79 00:00,edokbokgusing@hotmail.com,edokbokgusing@hotmail.com,1/4/25 00:00
t132,1051004426,amanda,okazaki,809190079,809190079,CRM,20/8/79 00:00,20/8/79 00:00,edokbokgusing@hotmail.com,edokbokgusing@hotmail.com,4/4/25 00:00
t1320,1131025503,amanda,okazaki,809190082,809190082,CRM,23/8/79 00:00,23/8/79 00:00,edokbokgusing@hotmail.com,edokbokgusing@hotmail.com,7/4/25 00:00
t1321,1061019783,amanda,okazaki,809190085,809190085,CRM,26/8/79 00:00,26/8/79 00:00,edokbokgusing@hotmail.com,edokbokgusing@hotmail.com,10/4/25 00:00
t1322,1071022170,amanda,okazaki,809190088,809190088,CRM,29/8/79 00:00,29/8/79 00:00,edokbokgusing@hotmail.com,edokbokgusing@hotmail.com,13/4/25 00:00
t1323,1081014079,amanda,okazaki,809190091,809190091,CRM,1/9/79 00:00,1/9/79 00:00,edokbokgusing@hotmail.com,edokbokgusing@hotmail.com,16/4/25 00:00
